Sl_No,GEMS_ID    W,STATE,DISTRICT,BLOCK,LOCATION,LONGITUDE,LATITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U_ppb_
11690,W123000076520002,Karnataka,MANDYA,NAGAMANGALA,Kallahallimandya,76.8667,12.5,2022,8.22,1345,0,499,63.9,86,35.5,0,230,40,31.5,183,6.8,1.5,,,3
11691,W124000076290001,Karnataka,MANDYA,PANDAVAPURA,Krishnarajapet,76.4833,12.6667,2022,7.54,909,0,384.3,52,42,44.2,0,270,44,38.7,71.8,4.9,1,,,0
11692,W125005076435602,Karnataka,MANDYA,MADDUR,Kyatanahalli,76.7181,12.8347,2022,7.6,1805,0,414.8,227.2,137,132.1,0,260,48,33.9,192,158,0.89,,,0
11693,W123510077023502,Karnataka,MANDYA,SHRIRANGAPATTANA,Maddur,77.0431,12.5861,2022,7.92,723,0,335.5,71,49,14.1,0,270,44,38.7,79.3,2,0.48,,,0
11694,W122400076460001,Karnataka,MANDYA,MALVALLI,Mahadevapura1,76.7667,12.4,2022,7.85,871,0,247,85.2,87,47.3,0,210,56,16.9,73,38.1,0.48,,,0
11695,W123151076535101,Karnataka,MANDYA,SHRIRANGAPATTANA,Mandya Dw,76.8847,12.5308,2022,8.62,2410,126,323.3,411.8,133,49,0,440,128,29,323,1,1.8,,,5
11696,W122330076480001,Karnataka,MANDYA,KRISHNARAJPET,Mandya koppalu,76.8,12.3917,2022,8.08,1345,0,466,142,89,33,0,310,64,36.3,154.8,20,0.61,,,2
11697,W124043076324901,Karnataka,MANDYA,PANDAVAPURA,Maravanahalli,76.5344,12.6786,2022,8.2,1650,0,437,184.6,103,101.9,0,370,76,43.6,109.6,137.6,0.56,,,2
11698,W123920076385001,Karnataka,MANDYA,NAGAMANGALA,Melukote-1,76.65,12.6583,2022,7.83,889,0,195.2,71,58,133.2,0,190,44,19.4,42,116.2,0.51,,,3
11699,W125005076435601,Karnataka,MANDYA,NAGAMANGALA,Mudlu Koppalu,76.7322,12.8347,2022,8.23,1641,0,524.6,127.8,157,128.1,0,300,60,36.3,93.5,254.3,0.53,,,0
11700,W124900076453001,Karnataka,MANDYA,SHRIRANGAPATTANA,Nagamangala1,76.7583,12.825,2022,8.03,1008,0,323,71,110,51.1,0,460,52,79.9,41,2.3,0.55,,,0
11701,W125700076480001,Karnataka,MANDYA,MALVALLI,Nelligere,76.8,12.95,2022,7.68,806,0,262.3,78.1,35,69.6,0,200,56,14.5,80,15,0.73,,,4
11702,W121500077055901,Karnataka,MANDYA,MADDUR,Shivanasamudra,77.0997,12.25,2022,8.18,992,0,376,78.1,38,60.2,0,330,100,19.4,77.3,11.7,1,,,1
11703,W123153077031101,Karnataka,MANDYA,KRISHNARAJPET,Shivapura,77.0531,12.5314,2022,7.77,1324,0,396.5,156.2,88,86,0,350,56,50.8,136,8,0.55,,,8
11704,W122543076423901,Karnataka,MANDYA,SHRIRANGAPATTANA,Sreenivasa Agrahara,76.7008,12.4286,2022,8.1,968,0,283,71,81,50.5,0,220,64,14.5,74.8,66.3,0.6,,,65
11705,W122515076410501,Karnataka,MANDYA,MANDYA,Srirangapatna,76.6847,12.4208,2022,7.76,1105,0,475.8,85.2,130,19.9,0,370,60,53.2,147.3,1.8,1.1,,,0
11706,W122628076494801,Karnataka,MANDYA,KRISHNARAJPET,Tadagavadi,76.8178,12.4411,2022,7.77,767,0,262.3,85.2,37,29.6,0,260,52,31.5,68.7,3.7,1.4,,,10
11707,W123255076401701,Karnataka,MANDYA,MANDYA,Tirumala Sagara Chatra,76.6669,12.5486,2022,8.35,1162,72,268.4,85.2,87,44,0,230,56,21.8,44,220.3,1.1,,,4
11708,W123030076495001,Karnataka,MANDYA,MANDYA,Yaliyur,76.8181,12.5083,2022,7.28,179,0,73.2,28.4,5,15.5,0,90,20,9.7,6.7,3.9,0.26,,,0
11709,W121207076543801,Karnataka,MYSORE,T.Narsipura,Alaguda,76.9008,12.2019,2022,8.38,1407,72,231.8,163.3,160,43,0.32,430,40,79.9,133.2,2.3,1.1,,,2
11710,,Karnataka,MYSORE,NANJANGUD,Alambur,76.7339,12.1308,2022,7.75,1516,0,256.2,213,203,13.6,0.23,440,84,55.7,126,4.4,0.36,,,1
11711,W121850076271001,Karnataka,MYSORE,Hunsur,Anechowkur,76.4503,12.3139,2022,8.62,2160,96,414.8,142,226,5.3,0.34,520,156,31.5,232,1.2,1.26,,,6
11712,W122930076081001,Karnataka,MYSORE,Piriyapatana,Attigod,76.1361,12.4917,2022,7.82,1735,0,634.4,124.1,53,125,0,315,82,26.8,128,206.8,1.32,,,1
11713,W123041076232301,Karnataka,MYSORE,K.R.Nagara,Badakanakoppalu,76.3839,12.5114,2022,8.17,1915,0,597.8,177.3,54,185,0,555,30,116.7,175,11.3,1.99,,,4
11714,W115601076313302,Karnataka,MYSORE,Nanjangud,Beeredevanapura,76.5175,11.9336,2022,8.08,2600,0,1006.5,248.2,65,54,0,660,94,103.4,272,30,1.4,,,3
11715,W122815076063001,Karnataka,MYSORE,PIRIYAPATNA,Bettdapura,76.5167,12.0917,2022,7.54,1680,0,329.4,237.5,50,213,0,400,52,65.7,178,35.6,0.94,,,5
11716,W132930077281501,Karnataka,MYSORE,Mysore,Bevinahalli,76.885,12.3067,2022,8.48,1090,9,244,134.7,70,71.5,0,400,48,68,47,3.5,0.91,,,1
11717,W120420076410001,Karnataka,MYSORE,Nanjangud,Chikkayyanachathra,76.6833,12.0722,2022,8.11,805,0,311.1,42.5,41,14,0,265,58,29.2,56,5,0.63,,,0
11718,W120655076360601,Karnataka,MYSORE,Nanjangud,Gandhigrama,76.6,12.1153,2022,8.48,865,54,256.2,28.4,28,29,0,295,48,42.6,57,3.2,0.72,,,0
11719,W121130076223001,Karnataka,MYSORE,Hunsur,Gowdagere,76.3675,12.1917,2022,7.79,1120,0,347.7,106.4,36,81,0,255,92,6.1,132,6.6,1.11,,,1
11720,W120640076422001,Karnataka,MYSORE,Nanjangud,Guluru,76.7006,12.1111,2022,7.81,1485,0,585.6,109.9,62,8,0,250,56,26.8,205,26.7,0.88,,,2
11721,W120715076280003,Karnataka,MYSORE,Heggadevanakote,Hampapur,76.4667,12.1208,2022,8.2,1355,18,317.2,120.5,69,105,0,130,28,14.6,142,179.3,0.59,,,1
11722,W120600076200001,Karnataka,MYSORE,HEGGADADEVANKOTE,Heggadadevanakote,76.2675,12.1833,2022,7.8,785,0,311.1,42.5,31,34,0,245,76,13.4,62,4.1,0.95,,,0
11723,W121830076173001,Karnataka,MYSORE,Hunsur,Hunsur1,76.2675,12.3056,2022,8.22,1885,60,725.9,124.1,45,9,0,445,96,49.9,215,13.7,0.93,,,3
11724,W120949076502801,Karnataka,MYSORE,Nanjangud,Kahalli,76.8339,12.1636,2022,7.95,1425,0,457.5,163.1,64,19,0,245,74,14.6,208,1.7,0.58,,,1
11725,W122140076394001,Karnataka,MYSORE,Mysore,Kalasthavadi,76.6511,12.3611,2022,7.73,855,0,414.8,17.7,31,15,0,210,44,24.3,54,72.7,0.53,,,3
11726,W122000076063001,Karnataka,MYSORE,Piriyapatana,Kamalapura,76.475,15.3,2022,8.45,1510,72,469.7,117,50,8,0,370,108,24.3,135,63.8,0.37,,,1
11727,W120550076305001,Karnataka,MYSORE,Nanjangud,Kannenuru,76.5014,12.0972,2022,8.24,925,36,372.1,31.9,32,7,0,350,74,40.1,44,6,1.04,,,1
11728,W121800076531701,Karnataka,MYSORE,Mysore,Kethupura,76.8836,12.3,2022,8.13,1210,0,372.1,99.3,55,108,0,285,86,17,117,44.5,0.91,,,1
11729,W122840076060001,Karnataka,MYSORE,Piriyapatana,Kittur,74.7833,15.55,2022,8.16,1195,0,390.4,88.6,48,88,0,365,140,3.6,89,22.5,0.73,,,1
11730,W122653076041601,Karnataka,MYSORE,Piriyapatana,Konasuru,76.0711,12.4481,2022,8.05,1180,0,286.7,138.3,85,65,0,225,72,10.9,65,164.8,0.71,,,1
11731,W123002076143201,Karnataka,MYSORE,K.R.Nagara,Mayagowdanahalli,76.2342,12.5006,2022,8.16,1875,0,512.4,226.9,104,88,0,510,108,58.4,167,42.9,0.86,,,9
11732,W120540076284001,Karnataka,MYSORE,Nanjangud,Motha,76.4678,12.0944,2022,8.23,1030,30,414.8,35.5,47,3,0,340,78,35.3,75,2.2,1.13,,,2
11733,W120730076570001,Karnataka,MYSORE,Piriyapatana,Muguru,76.1611,12.3361,2022,7.65,2070,0,475.8,234,103,208,0,600,130,66.9,178,30.4,0.8,,,2
11734,W121800076383001,Karnataka,MYSORE,Mysore,Mysore,76.5336,12.3583,2022,8.06,600,0,213.5,39,34,21,0,185,44,18.2,45,8.6,0.53,,,0
11735,W120600076200002,Karnataka,MYSORE,Heggadevanakote,Nanjanayakanahalli,76.3333,12.1,2022,6.98,520,0,201.3,17.7,48,9,0,165,32,20.7,36,9.2,0.83,,,0
11736,W120542076400802,Karnataka,MYSORE,Nanjangud,Palya,76.6689,12.095,2022,7.92,570,0,219.6,31.9,31,14,0,155,40,13.4,56,2.1,0.45,,,0
11737,W122341076024801,Karnataka,MYSORE,Piriyapatana,Punnadahalli koppalu,76.0344,12.3947,2022,7.26,940,0,347.7,56.7,52,51,0,305,76,28,62,18.6,0.57,,,1
11738,W122530076000001,Karnataka,MYSORE,Piriyapatna,Ranganathapura,76,12.425,2022,8.2,1305,36,439.2,70.9,55,62,0,435,92,49.9,89,8.8,0.77,,,2
11739,W122130076394001,Karnataka,MYSORE,Mysore,Siddalingapura,76.6511,12.3583,2022,7.91,875,0,268.4,78,45,32,0,220,48,24.3,94,4.8,0.65,,,1
11740,W120800076563001,Karnataka,MYSORE,T.Narsipura,Somanathapura,76.9342,12.1333,2022,8.24,1245,30,402.6,67.4,45,96,0,140,30,15.8,141,132,1.7,,,4
11741,W121602076444301,Karnataka,MYSORE,Mysore,Varuna,76.7344,12.2672,2022,8.32,1075,36,366,53.2,27,75,0,275,60,30.4,99,30.2,1.16,,,0
11742,W120620076423001,Karnataka,MYSORE,Nanjangud,Vidyapitha,76.7008,12.1056,2022,7.37,2475,0,359.9,475,186,17,0,725,156,81.5,216,25.8,0.77,,,5
11743,W160918076240001,Karnataka,RAICHUR,,ANEHUSUR,76.4003,16.1619,2022,7.94,1356,0,329.4,184.6,117,32.7,0.41,360,48,58.1,141,0.8,0.91,,,1
11744,W160204076364401,Karnataka,RAICHUR,LINGSUGUR,Ankusha Doddy,76.6011,16.0344,2022,7.58,2800,0,183,602,209,188.9,0.28,1110,224,133.1,99.1,10.2,0.28,,,7
11745,,Karnataka,RAICHUR,LINGSUGUR,Bagalwad,76.8842,16.2681,2022,7.63,1435,0,378.2,95.7,274,23,0.24,195,30,29.2,233,1.8,1.5,,,90
11746,W160420076204001,Karnataka,RAICHUR,LINGSUGUR,Bomanhal,76.3344,16.0722,2022,7.67,1460,0,305,184.3,190,1,0.23,235,36,35.3,220,5.5,0.84,,,5
11747,,Karnataka,RAICHUR,LINGSUGUR,Chaatra,76.45,15.1981,2022,7.57,1330,0,445.3,124.1,89,10,0.31,270,42,40.1,175,2.5,3.3,,,12
11748,W154530076302001,Karnataka,RAICHUR,SINDHNUR,Chikbergi,76.5006,15.7583,2022,7.45,1285,0,292.8,187.9,82,54,0.27,375,72,47.4,105,26.6,1,,,4
11749,W160639076381401,Karnataka,RAICHUR,LINGSUGUR,Chikksarur,76.6336,16.1108,2022,7.6,835,0,298.9,39,58,47,0.3,170,42,15.8,105,8.5,1.4,,,1
11750,W161446076350401,Karnataka,RAICHUR,LINGSUGUR,Devarabupur Vkp Camp,76.8694,12.8153,2022,7.3,1180,0,262.3,138.3,125,41,0.28,370,82,40.1,95,2.1,1.1,,,4
11751,W161045076264401,Karnataka,RAICHUR,LINGSUGUR,Echanal,76.4344,16.1792,2022,7.62,1480,0,317.2,173.7,166,42,0.22,290,46,42.6,195,12.1,1.6,,,3
11752,W161800077093002,Karnataka,RAICHUR,DEVADURGA,Gabbur1,77.1583,16.3,2022,7.38,1360,0,274.5,148.9,190,19,1.22,410,64,60.8,117,2.5,0.9,,,13
11753,W161106076282502,Karnataka,RAICHUR,LINGSUGUR,GORBAL DW,76.4672,16.185,2022,7.9,1500,0,292.8,163.1,221,42,0.3,250,60,24.3,225,2.9,0.72,,,6
11754,W161615077161502,Karnataka,RAICHUR,SINDHNUR,Gunda,77.2669,16.2708,2022,7.84,2025,0,585.6,195,165,16,0.39,170,22,28,379,4.3,2,,,4
11755,W164100076140001,Karnataka,RAICHUR,SINDHNUR,Hanchihal,76.6681,15.2394,2022,7.55,3650,0,488,531.8,265,280,0.29,750,140,97.3,350,232,0.63,,,250
11756,,Karnataka,RAICHUR,MANVI,Hirekotankal,76.9503,15.2075,2022,7.76,6100,0,475.8,1276.2,382,208,0.33,575,74,94.8,380,1270,1.1,,,1
11757,W161056077035701,Karnataka,RAICHUR,MANVI,Jakkaladinni,77.0658,16.1822,2022,8,4295,0,860.1,581.4,330,76,0.34,210,24,36.5,701,308.8,5.4,,,72
11758,W162205076464901,Karnataka,RAICHUR,DEVADURGA,Jalahalli A,76.7678,16.3681,2022,7.84,2415,0,719.8,308.4,158,18,1.42,310,46,47.4,272,231.5,0.8,,,12
11759,W160055076571401,Karnataka,RAICHUR,MANVI,Janekal,76.9503,16.0153,2022,7.5,2980,0,396.5,510.5,280,39,0.34,730,104,114.3,340,3.2,3.2,,,7
11760,W155154076484101,Karnataka,RAICHUR,SINDHNUR,Jawalgeri A,76.8011,15.865,2022,8,1630,0,366,138.3,270,16,0.27,175,24,28,285,7.4,1,,,29
11761,W162100077040001,Karnataka,RAICHUR,DEVADURGA,Kakargal,77.0667,16.35,2022,7.69,1580,0,463.6,148.9,137,28,0.3,230,26,40.1,254,1,2.2,,,20
11762,W161615077161503,Karnataka,RAICHUR,SINDHNUR,Kalamangi,77.2669,16.2708,2022,7.93,1730,0,366,173.7,265,25,0.31,190,26,30.4,305,2.1,1.2,,,5
11763,,Karnataka,RAICHUR,SINDHNUR,Mahampur,76.4508,15.2231,2022,7.46,1270,0,250.1,152.4,149,50,0.23,270,50,35.3,160,5.7,1.8,,,3
11764,W161615077161504,Karnataka,RAICHUR,LINGSUGUR,Maski A,77.2669,16.2708,2022,7.12,1450,0,390.4,148.9,137,54,0.32,225,60,18.2,140,146,0.55,,,7
11765,,Karnataka,RAICHUR,MANVI,Pamankallur,76.6833,16.1,2022,7.5,1815,0,378.2,219.8,297,49,0.44,520,68,85.1,172,3.7,0.79,,,2
11766,,Karnataka,RAICHUR,RAICHUR,RAICHUR,77.35,16.2297,2022,7.39,1815,0,213.5,301.3,240,30,0.22,395,88,42.6,227,7.4,0.74,,,43
11767,,Karnataka,RAICHUR,SINDHNUR,SINDHANUR,76.7511,15.3106,2022,7.93,1375,0,262.3,180.8,246,31,0.25,165,30,21.9,235,5.9,0.82,,,7
11768,,Karnataka,RAICHUR,MANVI,Sirwar,77.0208,16.1308,2022,7.87,1330,0,506.3,106.4,100,15,0.47,250,32,41.3,185,2.4,2.2,,,24
11769,,Karnataka,RAICHUR,SINDHNUR,Turvihal,76.6,15.0556,2022,7.68,1180,0,390.4,102.8,83,16,0.31,230,36,34,145,28.3,0.9,,,5
11770,W155707076263001,Karnataka,RAICHUR,LINGSUGUR,Ulimeshwar,76.4342,15.9519,2022,7.73,1940,0,445.3,134.7,348,49,0.3,190,32,26.8,352,3.9,2.1,,,1
11771,W161711076530801,Karnataka,RAICHUR,DEVADURGA,Vachanayakana Thanda,76.8856,16.2864,2022,7.97,720,0,219.6,78,55,2,0.62,190,34,25.5,75,4.5,0.7,,,2
11772,W162402076585801,Karnataka,RAICHUR,DEVADURGA,Vanukuni,76.9681,16.4006,2022,8.76,1260,12,280.6,141.8,128,39,0.47,130,10,25.5,225,2.9,2.1,,,3
11773,W133100075060002,Karnataka,SHIMOGA,Tirthahalli,Agumbe,75.1,13.5167,2022,8.2,1282,0,170.8,184.6,162,52.6,0.21,470,68,72.6,80.8,1.2,0.69,,,1
11774,W141100075170001,Karnataka,SHIMOGA,Shikarpura,Ambligolla,75.2833,14.1833,2022,8.2,1238,0,280.6,177.5,118,14,0.28,320,40,53.2,99.5,53.8,0.5,,,6
11775,W140400075130001,Karnataka,SHIMOGA,Sagar,Anandapuram,75.2167,14.0667,2022,7.97,1951,0,195.2,305.3,188,80.1,0.35,560,84,84.7,93.6,27.2,0.63,,,7
11776,W143400075083001,Karnataka,SHIMOGA,SORAB,Anavatti,75.1417,14.5667,2022,8.08,2470,0,512.4,404.7,206,20.6,0.4,500,40,96.8,344,23.6,0.75,,,4
11777,W142356075000601,Karnataka,SHIMOGA,Sorab,Ankaravalli,75.0017,14.3989,2022,8.01,1292,0,292.8,241.4,70,27.4,0.39,390,52,62.9,126,6.8,0.24,,,0
11778,W135625075451001,Karnataka,SHIMOGA,Bhadravati,Arabilachi,75.7503,13.9403,2022,7.58,1360,0,522,135,52,0.7,0,328,61,43,105.1,90.1,1.2,,,1
11779,W141100075250002,Karnataka,SHIMOGA,Shikarpura,Arekoppa,75.4167,14.1833,2022,7.75,850,0,184,113,69,45.8,0,298,65,33,51.2,3.9,1.1,,,3
11780,W140030075333001,Karnataka,SHIMOGA,Shimoga,Ayanur,75.5508,14,2022,7.67,1120,0,227,184,71,45.2,0,399,73,52,66.2,12.5,0.58,,,0
11781,W134252075235101,Karnataka,SHIMOGA,Tirthahalli,Bagavalli,75.3847,13.7144,2022,6.95,180,0,37,28,6,7.2,0,40,10,4,15.2,5.4,0.04,,,0
11782,W140927075040001,Karnataka,SHIMOGA,Sagar,Balasagodu,75.0667,14.1575,2022,6.79,170,0,49,14,4,19.5,0,66,24,1,8.1,1,0.11,,,0
11783,W140113075091501,Karnataka,SHIMOGA,Hosanagara,Battemallappa,75.1503,14.0203,2022,6.84,240,0,68,25,4,21.9,0,86,10,15,12.2,1.9,0.12,,,0
11784,W140623075043501,Karnataka,SHIMOGA,Sagar,Bheemanakone,75.0675,14.1064,2022,6.91,150,0,18,25,2,16.1,0,51,8,7,9.2,1.2,0.16,,,0
11785,W135520075071501,Karnataka,SHIMOGA,Hosanagara,Bilehalli,75.1169,13.9222,2022,7.17,200,0,43,21,4,34.3,0,66,14,7,14.9,1.4,0.17,,,0
11786,W135726075052501,Karnataka,SHIMOGA,Hosanagara,Brahmeshwara,75.0839,13.9572,2022,7.14,210,0,80,14,6,5.7,0,76,16,9,5.8,8.6,0.23,,,0
11787,W142600074573001,Karnataka,SHIMOGA,Sorab,Chandraguthi,74.9508,14.4333,2022,7.15,360,0,74,57,15,20,0,86,30,2,29.7,12.3,0.18,,,0
11788,W140204075244501,Karnataka,SHIMOGA,Hosanagara,Chennakoppa,75.4011,14.0344,2022,7.32,350,0,123,25,10,26.5,0,146,36,13,10,7.8,0.24,,,0
11789,W133749075161801,Karnataka,SHIMOGA,Tirthahalli,Devangi,75.2669,13.6303,2022,6.31,90,0,18,11,3,11.4,0,30,8,2,5.7,1.4,0.02,,,0
11790,W134255075222001,Karnataka,SHIMOGA,Tirthahalli,Gabadi,75.3672,13.7153,2022,6.76,150,0,25,14,4,32,0,45,12,4,11.5,1.2,0.05,,,0
11791,W135100075330001,Karnataka,SHIMOGA,Shimoga,Gajanur,75.55,13.85,2022,7.82,590,0,239,35,22,27.6,0,177,44,16,25.1,40.6,0.37,,,0
11792,W134300075140001,Karnataka,SHIMOGA,Tirthahalli,Ganapathikatte,75.2333,13.7167,2022,6.03,90,0,12,14,4,12.5,0,30,8,2,5.5,1.8,0.02,,,0
11793,W135330075140001,Karnataka,SHIMOGA,Hosanagara,Gartikere,75.2333,13.8917,2022,6.71,360,0,12,74,8,59.9,0,51,10,6,48,6.4,0.13,,,0
11794,W133351075074601,Karnataka,SHIMOGA,Tirthahalli,Guddekeri,75.1294,13.5642,2022,6.01,70,0,12,11,2,5.3,0,20,8,0,4.3,1.1,0.02,,,0
11795,W134615075145001,Karnataka,SHIMOGA,Tirthahalli,Guddekoppa,75.2347,13.7708,2022,6.94,120,0,43,11,2,1.9,0,35,12,1,8.1,3.4,0.13,,,0
11796,W135610075161001,Karnataka,SHIMOGA,Hosanagara,Heddarapura,75.2669,13.9361,2022,7.13,170,0,37,21,4,17.9,0,61,16,5,8.6,1.6,0.12,,,0
11797,W134902075400301,Karnataka,SHIMOGA,Bhadravati,Hiriyur,75.6675,13.8172,2022,7.92,980,0,368,96,41,5.3,0,343,67,43,59.2,0.8,0.79,,,0
11798,W135900075412001,Karnataka,SHIMOGA,Bhadravati,Holehonnur,75.6839,13.9833,2022,7.57,920,0,313,103,20,35.4,0,182,48,15,95.5,48.9,1.1,,,0
11799,W141930075030001,Karnataka,SHIMOGA,Sorab,Hosabale,75.05,14.325,2022,6.77,200,0,43,32,2,9.6,0,71,12,10,10,1.4,0.08,,,0
11800,W135135075332901,Karnataka,SHIMOGA,Tirthahalli,Hosahalli,75.5506,13.8597,2022,7.63,460,0,147,43,22,22,0,182,46,16,20,1.6,0.2,,,0
11801,W135400075060001,Karnataka,SHIMOGA,Hosanagara,Hosanagara1,75.1,13.9,2022,6.95,110,0,31,14,3,1.5,0,35,6,5,6,1.7,0.22,,,0
11802,W141530075250001,Karnataka,SHIMOGA,Shikarpura,Hosur2,75.1675,14.0833,2022,6.95,180,0,25,25,2,27,0,45,8,6,17.3,1.8,0.08,,,0
11803,W141530075250001,Karnataka,SHIMOGA,Shikarpura,Hosur2,75.4167,14.2583,2022,8.25,810,0,213.5,120.5,50,0,0,160,18,27.9,57,61,0.14,,,0
11804,W135130075123001,Karnataka,SHIMOGA,HOSANAGARA,Humacha,75.2008,13.8583,2022,6.96,210,0,68,18,9,9.2,0,71,18,6,9.1,6.1,0.06,,,0
11805,W135233075140201,Karnataka,SHIMOGA,,Humchadakatte,75.2333,13.8758,2022,6.8,250,0,25,50,6,30.8,0,76,18,7,18.4,1.9,0.1,,,0
11806,W134634075371401,Karnataka,SHIMOGA,Bhadravati,Hunsekatte Junction,75.6169,13.7761,2022,7.85,540,0,209,43,19,18.8,0,197,44,21,32.6,1.7,0.56,,,1
11807,W140154075103001,Karnataka,SHIMOGA,Sagar,Iruvakki,75.1675,14.0317,2022,6.92,210,0,55,21,2,21.1,0,71,18,6,13.1,0.8,0.12,,,0
11808,W143027075033001,Karnataka,SHIMOGA,Shimoga,Jaddihalli,75.0508,14.5075,2022,7.57,380,0,129,35,5,23.4,0,136,38,10,19.5,2.1,0.45,,,0
11809,W135857075063701,Karnataka,SHIMOGA,Hosanagara,Kaijegebulu,75.1008,13.9825,2022,6.94,200,0,68,25,2,1.8,0,76,8,13,9,2.7,0.11,,,0
11810,W133906075103201,Karnataka,SHIMOGA,Tirthahalli,Kalmane,75.1675,13.6517,2022,6.58,80,0,25,7,3,2.1,0,25,8,1,5.4,0.7,0.02,,,0
11811,W133220075065001,Karnataka,SHIMOGA,Tirthahalli,Kavurehakkalu,75.1139,13.5389,2022,7.08,150,0,61,11,5,2.1,0,61,20,2,3.2,0.8,0.13,,,0
11812,W134725075440501,Karnataka,SHIMOGA,Bhadravati,Kempegowdanagara,75.7347,13.7903,2022,7.83,860,0,374,82,41,30.5,0,212,44,24,72,73.4,0.84,,,1
11813,W133829075105401,Karnataka,SHIMOGA,Tirthahalli,Kodlu,75.1681,13.6414,2022,7.07,120,0,37,14,2,3.2,0,45,16,1,4.2,0.3,0.03,,,0
11814,W134837075150901,Karnataka,SHIMOGA,Tirthahalli,Konandur ii,75.3175,13.7392,2022,7.47,240,0,98,14,11,2.5,0,91,30,4,4.8,2.7,0.1,,,0
11815,W134320075172401,Karnataka,SHIMOGA,Tirthahalli,Kudumallige,75.2839,13.7222,2022,6.76,200,0,43,28,9,15.9,0,45,10,5,18.1,4.9,0.04,,,0
11816,W141232075045901,Karnataka,SHIMOGA,Sorab,Madsur Lingadalli,75.0831,14.2089,2022,6.73,110,0,43,11,2,1.7,0,40,10,4,4.6,0.2,0.07,,,0
11817,,Karnataka,SHIMOGA,Tirthahalli,Malur (shimoga),75.3342,13.7306,2022,7.15,270,0,74,21,21,22.1,0,66,12,9,18.6,14,0.07,,,1
11818,W134400075260001,Karnataka,SHIMOGA,Tirthahalli,Mandagadde,75.4333,13.7333,2022,7.83,460,0,221,25,7,2.3,0,167,48,11,15.1,18.9,0.24,,,0
11819,W133730075073001,Karnataka,SHIMOGA,Tirthahalli,Megaravalli,75.125,13.625,2022,6.43,60,0,12,7,2,3.5,0,20,6,1,3,0.9,0.02,,,0
11820,W133524075080201,Karnataka,SHIMOGA,Tirthahalli,Naluru,75.1339,13.59,2022,6.11,140,0,18,25,5,11.4,0,45,10,5,5.9,8,0.02,,,0
11821,W134031075123701,Karnataka,SHIMOGA,Tirthahalli,Nandikatte,75.2008,13.6753,2022,6.84,220,0,37,21,29,13.2,0,40,10,4,10.2,29.2,0.03,,,0
11822,W134314075262201,Karnataka,SHIMOGA,Tirthahalli,Nidagalale,75.4339,13.7206,2022,8.1,220,0,86,18,10,4,0,76,18,7,11.3,5,0.06,,,0
11823,W135300075370001,Karnataka,SHIMOGA,Shimoga,Nidigi,75.6167,13.8833,2022,7.87,520,0,68,67,93,2.3,0,182,36,22,27,14.4,0.24,,,0
11824,W135730075383001,Karnataka,SHIMOGA,Shimoga,Pillangere,75.6342,13.9583,2022,7.09,980,0,319,131,6,1.8,0,303,71,30,80.9,6.9,1.6,,,0
11825,W135500075380002,Karnataka,SHIMOGA,Shimoga,Purale,75.6333,13.9167,2022,7.53,160,0,55,18,5,1.8,0,61,8,10,5.8,2,0.21,,,0
11826,W135930075151502,Karnataka,SHIMOGA,Hosanagara,Riponpet,75.2503,13.9917,2022,6.9,110,0,18,18,4,9.7,0,35,8,4,8.1,0.4,0.22,,,0
11827,W141000075020001,Karnataka,SHIMOGA,Sagar,Sagar,75.0333,14.1667,2022,6.48,200,0,25,35,2,28.1,0,51,10,6,20.5,2.7,0.09,,,0
11828,W135010075130001,Karnataka,SHIMOGA,Tirthahalli,Shankarahalli,75.2167,13.8361,2022,7.21,170,0,61,14,3,9.1,0,71,22,4,3.1,0.7,0.06,,,0
11829,W141500075220001,Karnataka,SHIMOGA,Shikarpura,Shikarpur1,75.3667,14.25,2022,7.76,1190,0,374,135,65,28.5,0,414,79,52,70.8,1.2,1.1,,,4
11830,W135000075360001,Karnataka,SHIMOGA,SHIMOGA,Shimoga,75.6,13.8333,2022,8.13,930,0,417,50,40,2.9,0,187,38,22,49,103.9,1.4,,,2
11831,W140030075394001,Karnataka,SHIMOGA,Shimoga,Sugur,75.6511,14.0083,2022,7.91,1640,0,442,223,85,44.4,0,470,91,58,114.2,50.5,0.87,,,2
11832,W141300074550001,Karnataka,SHIMOGA,Sagar,Talaguppa1,74.9167,14.2167,2022,7.11,220,0,55,25,20,2.1,0,86,24,6,7.5,1.2,0.11,,,0
11833,W133957075153801,Karnataka,SHIMOGA,Tirthahalli,Taluve,75.2508,13.6658,2022,6.55,170,0,31,21,2,30.3,0,51,10,6,12.4,2.8,0.03,,,0
11834,W135700075370001,Karnataka,SHIMOGA,Shimoga,Tevarachatnahalli,75.6167,13.95,2022,7.8,1130,0,233,99,189,32,0,343,89,29,68.9,44,0.49,,,0
11835,W133544075150801,Karnataka,SHIMOGA,Tirthahalli,Tirthamatthur,75.25,13.5956,2022,7.36,90,0,25,11,3,2.2,0,35,10,2,2.8,0.7,0.03,,,0
11836,W134150075155501,Karnataka,SHIMOGA,Tirthahalli,Tudki,75.2514,13.6972,2022,6.45,160,0,18,21,3,29.9,0,40,12,2,14.1,1.9,0.03,,,0
